,x,y
0,1715070.0,-3826770.0
1,1965830.0,-3387210.0
2,1965830.0,-3287310.0
3,1814970.0,-3267330.0
4,1975810.0,-3417170.0
5,2025770.0,-3256330.0
6,1854930.0,-3587010.0
7,1586210.0,-4035550.0
8,1885910.0,-3536050.0
9,1985810.0,-3367230.0
10,1965830.0,-3407190.0
11,1515270.0,-3926670.0
12,1945850.0,-3287310.0
13,1934850.0,-3487110.0
14,1726070.0,-3815770.0
15,1486310.0,-4135450.0
16,1655130.0,-3706890.0
17,1835950.0,-3297290.0
18,1985810.0,-3256330.0
19,1566230.0,-4175410.0
20,1646150.0,-3826770.0
21,1656130.0,-3916670.0
22,1995790.0,-3317270.0
23,1706090.0,-3715870.0
24,1566230.0,-3795790.0
25,1865930.0,-3655930.0
26,1386410.0,-3547050.0
27,1726070.0,-3387210.0
28,1715070.0,-3666930.0
29,1536250.0,-3317270.0
30,1985810.0,-3267330.0
31,1794990.0,-3587010.0
32,1925870.0,-3416170.0
33,1746050.0,-3675910.0
34,1865930.0,-3576010.0
35,1675110.0,-3746850.0
36,1686110.0,-3866730.0
37,1834950.0,-3706890.0
38,1736050.0,-3756830.0
39,1965830.0,-3296290.0
40,2035750.0,-3257330.0
41,1766030.0,-3735850.0
42,1825970.0,-3576010.0
43,1814970.0,-3327270.0
44,1935850.0,-3477110.0
45,1715070.0,-3746850.0
46,1666130.0,-3467130.0
47,1356430.0,-3896690.0
48,1676110.0,-3856730.0
49,1706090.0,-3646950.0
50,1746050.0,-3755830.0
51,1974810.0,-3327270.0
52,1746050.0,-3695890.0
53,2005790.0,-3307290.0
54,1576210.0,-3996590.0
55,1706090.0,-3815770.0
56,1595190.0,-3726870.0
57,1794990.0,-3487110.0
58,1955830.0,-3297290.0
59,1656130.0,-3996590.0
60,1954830.0,-3467130.0
61,1595190.0,-3507090.0
62,1575210.0,-4106490.0
63,1686110.0,-3706890.0
64,1675110.0,-3826770.0
65,1676110.0,-3916670.0
66,1895890.0,-3557030.0
67,1686110.0,-3846750.0
68,1606190.0,-3595990.0
69,1974810.0,-3307290.0
70,1775010.0,-3427170.0
71,1756030.0,-3417170.0
72,1626170.0,-3706890.0
73,1845950.0,-3436150.0
74,1575210.0,-3846750.0
75,1925870.0,-3547050.0
76,1615170.0,-4006590.0
77,1656130.0,-3656930.0
78,1675110.0,-3866730.0
79,1666130.0,-3946650.0
80,1606190.0,-4035550.0
81,1786010.0,-3655930.0
82,1686110.0,-3436150.0
83,1566230.0,-4186410.0
84,1776010.0,-3756830.0
85,1576210.0,-4136450.0
86,1636150.0,-3577010.0
87,1666130.0,-3706890.0
88,1974810.0,-3247350.0
89,1945850.0,-3267330.0
90,1515270.0,-3666930.0
91,1786010.0,-3775810.0
92,1635150.0,-3966630.0
93,1455330.0,-4046550.0
94,1655130.0,-3606990.0
95,1914870.0,-3487110.0
96,1905890.0,-3456130.0
97,1655130.0,-3926670.0
98,1805990.0,-3755830.0
99,1814970.0,-3726870.0
100,1686110.0,-3875710.0
101,1635150.0,-4006590.0
102,1894890.0,-3367230.0
103,1706090.0,-3416170.0
104,1506290.0,-3775810.0
105,1576210.0,-4056530.0
106,1945850.0,-3367230.0
107,1655130.0,-3846750.0
108,1925870.0,-3256330.0
109,1865930.0,-3527070.0
110,1835950.0,-3577010.0
111,1616170.0,-3876710.0
112,1555230.0,-3806790.0
113,1895890.0,-3596990.0
114,1726070.0,-3416170.0
115,1845950.0,-3686910.0
116,1915870.0,-3517070.0
117,1696090.0,-3497090.0
118,1666130.0,-3567030.0
119,1575210.0,-4006590.0
120,1606190.0,-3735850.0
121,1646150.0,-3447150.0
122,1646150.0,-3946650.0
123,1666130.0,-3615970.0
124,1865930.0,-3396190.0
125,1706090.0,-3726870.0
126,1706090.0,-3695890.0
127,1706090.0,-3507090.0
128,1766030.0,-3755830.0
129,1965830.0,-3347250.0
130,1626170.0,-3986610.0
131,1646150.0,-3567030.0
132,1655130.0,-3507090.0
133,1915870.0,-3417170.0
134,1576210.0,-3577010.0
135,1626170.0,-4026570.0
136,1635150.0,-3766830.0
137,2014770.0,-3347250.0
138,1626170.0,-3587010.0
139,1746050.0,-3476110.0
140,1794990.0,-3407190.0
141,1556230.0,-4156430.0
142,1586210.0,-3427170.0
143,1885910.0,-3646950.0
144,1556230.0,-4116470.0
145,1895890.0,-3537050.0
146,1566230.0,-3735850.0
147,1686110.0,-3855730.0
148,2035750.0,-3277310.0
149,1755030.0,-3706890.0
150,1736050.0,-3377210.0
151,1845950.0,-3606990.0
152,1616170.0,-3836750.0
153,1706090.0,-3786810.0
154,1735050.0,-3706890.0
155,1746050.0,-3775810.0
156,2005790.0,-3316270.0
157,1566230.0,-3995590.0
158,1955830.0,-3277310.0
159,1606190.0,-3955630.0
160,1706090.0,-3866730.0
161,1646150.0,-3496090.0
162,1905890.0,-3416170.0
163,1834950.0,-3686910.0
164,1566230.0,-4055530.0
165,1635150.0,-3567030.0
166,1686110.0,-3755830.0
167,1955830.0,-3457130.0
168,1845950.0,-3635950.0
169,1815970.0,-3257330.0
170,1945850.0,-3416170.0
171,1666130.0,-3655930.0
172,1576210.0,-3796790.0
173,1934850.0,-3467130.0
174,1646150.0,-3906690.0
175,1586210.0,-4086510.0
176,1945850.0,-3467130.0
177,1636150.0,-3616970.0
178,1715070.0,-3646950.0
179,1985810.0,-3327270.0
180,1885910.0,-3327270.0
181,1556230.0,-4176410.0
182,1526270.0,-3815770.0
183,1934850.0,-3287310.0
184,1736050.0,-3776810.0
185,1895890.0,-3517070.0
186,1914870.0,-3387210.0
187,1646150.0,-3307290.0
188,1794990.0,-3507090.0
189,1805990.0,-3567030.0
190,1675110.0,-3926670.0
191,1506290.0,-3795790.0
192,1925870.0,-3356230.0
193,1825970.0,-3606990.0
194,1586210.0,-4066530.0
195,1586210.0,-4146450.0
196,1855930.0,-3596990.0
197,1626170.0,-3476110.0
198,1885910.0,-3496090.0
199,1775010.0,-3387210.0
200,1766030.0,-3726870.0
201,1945850.0,-3507090.0
202,1676110.0,-3736850.0
203,1636150.0,-3916670.0
204,1586210.0,-3416170.0
205,1555230.0,-4146450.0
206,1596190.0,-3417170.0
207,1635150.0,-3427170.0
208,1945850.0,-3396190.0
209,1706090.0,-3595990.0
210,1675110.0,-3487110.0
211,1794990.0,-3766830.0
212,1894890.0,-3567030.0
213,1775010.0,-3766830.0
214,1656130.0,-3976610.0
215,1686110.0,-3686910.0
216,1854930.0,-3706890.0
217,1706090.0,-3875710.0
218,1925870.0,-3556030.0
219,1556230.0,-4136450.0
220,1586210.0,-4175410.0
221,1825970.0,-3507090.0
222,1656130.0,-3836750.0
223,1626170.0,-4006590.0
224,1894890.0,-3606990.0
225,1576210.0,-3656930.0
226,1955830.0,-3257330.0
227,1616170.0,-4016570.0
228,1615170.0,-3966630.0
229,1656130.0,-3876710.0
230,1934850.0,-3447150.0
231,1606190.0,-3567030.0
232,1476310.0,-3956630.0
233,1546250.0,-3706890.0
234,1596190.0,-3517070.0
235,1616170.0,-3497090.0
236,1686110.0,-3427170.0
237,1895890.0,-3577010.0
238,1596190.0,-3437150.0
239,1895890.0,-3497090.0
240,1985810.0,-3247350.0
241,1695090.0,-3587010.0
242,2005790.0,-3276310.0
243,1994790.0,-3287310.0
244,1885910.0,-3416170.0
245,1935850.0,-3417170.0
246,1586210.0,-3595990.0
247,1415370.0,-3966630.0
248,1885910.0,-3666930.0
249,1575210.0,-3666930.0
250,1666130.0,-3755830.0
251,1965830.0,-3367230.0
252,1726070.0,-3427170.0
253,1945850.0,-3447150.0
254,1546250.0,-3655930.0
255,1675110.0,-3846750.0
256,1805990.0,-3396190.0
257,1834950.0,-3567030.0
258,1646150.0,-3955630.0
259,1885910.0,-3615970.0
260,1635150.0,-3886710.0
261,1925870.0,-3507090.0
262,1794990.0,-3307290.0
263,1965830.0,-3256330.0
264,1596190.0,-4176410.0
265,1715070.0,-3866730.0
266,1575210.0,-4066530.0
267,1726070.0,-3866730.0
268,1706090.0,-3706890.0
269,1965830.0,-3376210.0
270,1656130.0,-3896690.0
271,1575210.0,-4186410.0
272,1834950.0,-3626970.0
273,1915870.0,-3477110.0
274,1626170.0,-3447150.0
275,1575210.0,-3567030.0
276,1925870.0,-3456130.0
277,1635150.0,-3866730.0
278,1735050.0,-3447150.0
279,1914870.0,-3467130.0
280,1686110.0,-3536050.0
281,1586210.0,-4106490.0
282,1726070.0,-3436150.0
283,1635150.0,-3447150.0
284,1606190.0,-3516070.0
285,1675110.0,-3427170.0
286,1686110.0,-3576010.0
287,1676110.0,-3417170.0
288,1715070.0,-3726870.0
289,1945850.0,-3336250.0
290,1895890.0,-3477110.0
291,1555230.0,-4166430.0
292,1686110.0,-3726870.0
293,1686110.0,-3815770.0
294,1715070.0,-3706890.0
295,1716070.0,-3736850.0
296,1934850.0,-3307290.0
297,1586210.0,-3975610.0
298,1894890.0,-3527070.0
299,1766030.0,-3556030.0
300,1915870.0,-3377210.0
301,1914870.0,-3527070.0
302,1576210.0,-4096490.0
303,1406390.0,-3986610.0
304,1675110.0,-3666930.0
305,1975810.0,-3297290.0
306,1636150.0,-3756830.0
307,1914870.0,-3407190.0
308,1666130.0,-3935650.0
309,1566230.0,-4146450.0
310,1675110.0,-3946650.0
311,1655130.0,-3986610.0
312,1805990.0,-3536050.0
313,1666130.0,-3626970.0
314,1636150.0,-3956630.0
315,1526270.0,-3635950.0
316,1675110.0,-3786810.0
317,1466330.0,-3986610.0
318,1706090.0,-3855730.0
319,1854930.0,-3487110.0
320,1735050.0,-3427170.0
321,1666130.0,-3815770.0
322,1965830.0,-3307290.0
323,1835950.0,-3616970.0
324,1436350.0,-3956630.0
325,1805990.0,-3726870.0
326,1696090.0,-3816770.0
327,1606190.0,-3826770.0
328,1915870.0,-3397190.0
329,1575210.0,-4086510.0
330,1695090.0,-3866730.0
331,1706090.0,-3766830.0
332,1636150.0,-3876710.0
333,1945850.0,-3316270.0
334,1736050.0,-3676910.0
335,1925870.0,-3427170.0
336,1716070.0,-3596990.0
337,1666130.0,-3456130.0
338,1716070.0,-3776810.0
339,1686110.0,-3695890.0
340,1726070.0,-3635950.0
341,1586210.0,-3567030.0
342,1974810.0,-3447150.0
343,1686110.0,-3835750.0
344,1994790.0,-3327270.0
345,1666130.0,-3795790.0
346,1706090.0,-3587010.0
347,1736050.0,-3437150.0
348,1955830.0,-3477110.0
349,1536250.0,-3357230.0
350,1596190.0,-4036550.0
351,1635150.0,-3507090.0
352,1865930.0,-3666930.0
353,1935850.0,-3297290.0
354,1735050.0,-3786810.0
355,1825970.0,-3296290.0
356,1835950.0,-3696890.0
357,1656130.0,-3437150.0
358,1875910.0,-3577010.0
359,1905890.0,-3327270.0
360,1766030.0,-3795790.0
361,1905890.0,-3547050.0
362,1695090.0,-3726870.0
363,2005790.0,-3256330.0
364,1795990.0,-3716870.0
365,1576210.0,-4176410.0
366,1875910.0,-3596990.0
367,1526270.0,-3906690.0
368,1686110.0,-3735850.0
369,1716070.0,-3716870.0
370,1735050.0,-3846750.0
371,1555230.0,-4086510.0
372,1596190.0,-3537050.0
373,1646150.0,-3686910.0
374,1945850.0,-3407190.0
375,2045750.0,-3256330.0
376,1635150.0,-4026570.0
377,1975810.0,-3357230.0
378,1586210.0,-3447150.0
379,1865930.0,-3695890.0
380,1606190.0,-4095490.0
381,1595190.0,-3567030.0
382,1815970.0,-3616970.0
383,1945850.0,-3427170.0
384,1875910.0,-3696890.0
385,1786010.0,-3766830.0
386,1994790.0,-3347250.0
387,1706090.0,-3615970.0
388,1825970.0,-3387210.0
389,1955830.0,-3437150.0
390,1666130.0,-3476110.0
391,1766030.0,-3775810.0
392,1475310.0,-3926670.0
393,1546250.0,-4135450.0
394,1835950.0,-3636950.0
395,1586210.0,-4206390.0
396,1815970.0,-3297290.0
397,1925870.0,-3336250.0
398,1576210.0,-4076510.0
399,1666130.0,-3835750.0
400,1935850.0,-3497090.0
401,1756030.0,-3736850.0
402,1835950.0,-3656930.0
403,1666130.0,-3436150.0
404,1954830.0,-3427170.0
405,1706090.0,-3516070.0
406,1905890.0,-3576010.0
407,1675110.0,-3766830.0
408,1656130.0,-3776810.0
409,1626170.0,-3835750.0
410,1566230.0,-4106490.0
411,1994790.0,-3307290.0
412,1595190.0,-4106490.0
413,1675110.0,-3966630.0
414,1706090.0,-3806790.0
415,1696090.0,-3676910.0
416,1885910.0,-3367230.0
417,1746050.0,-3327270.0
418,1566230.0,-4006590.0
419,1954830.0,-3267330.0
420,1635150.0,-3846750.0
421,1716070.0,-3876710.0
422,1586210.0,-4186410.0
423,1655130.0,-3806790.0
424,1955830.0,-3397190.0
425,1934850.0,-3327270.0
426,1686110.0,-3447150.0
427,1885910.0,-3595990.0
428,1416370.0,-3976610.0
429,1885910.0,-3635950.0
430,1945850.0,-3247350.0
431,1914870.0,-3567030.0
432,1635150.0,-3587010.0
433,1616170.0,-4096490.0
434,1646150.0,-3935650.0
435,1974810.0,-3387210.0
436,1755030.0,-3746850.0
437,1556230.0,-3996590.0
438,1735050.0,-3686910.0
439,1595190.0,-3806790.0
440,1715070.0,-3407190.0
441,1596190.0,-4076510.0
442,1716070.0,-3676910.0
443,1885910.0,-3567030.0
444,1575210.0,-3826770.0
445,1676110.0,-3956630.0
446,1686110.0,-3746850.0
447,1615170.0,-3946650.0
448,1575210.0,-3587010.0
449,1786010.0,-3626970.0
450,1894890.0,-3547050.0
451,1945850.0,-3436150.0
452,1755030.0,-3726870.0
453,1854930.0,-3606990.0
454,1975810.0,-3437150.0
455,1626170.0,-3496090.0
456,1706090.0,-3795790.0
457,1466330.0,-3367230.0
458,1606190.0,-3496090.0
459,1965830.0,-3327270.0
460,1406390.0,-3516070.0
461,1855930.0,-3357230.0
462,1905890.0,-3387210.0
463,1586210.0,-3846750.0
464,1686110.0,-3307290.0
465,1756030.0,-3716870.0
466,1885910.0,-3576010.0
467,1586210.0,-4015570.0
468,1894890.0,-3587010.0
469,1945850.0,-3496090.0
470,1794990.0,-3746850.0
471,1606190.0,-4015570.0
472,1914870.0,-3347250.0
473,1715070.0,-3686910.0
474,1615170.0,-3487110.0
475,1815970.0,-3716870.0
476,1894890.0,-3407190.0
477,1576210.0,-4196390.0
478,1116670.0,-3956630.0
479,1666130.0,-3926670.0
480,1376410.0,-3577010.0
481,1985810.0,-3347250.0
482,1666130.0,-3806790.0
483,1925870.0,-3296290.0
484,1646150.0,-3735850.0
485,1406390.0,-4006590.0
486,1865930.0,-3556030.0
487,1346450.0,-3975610.0
488,1415370.0,-3327270.0
489,1715070.0,-3427170.0
490,1655130.0,-3766830.0
491,1874910.0,-3567030.0
492,1646150.0,-3986610.0
493,1825970.0,-3635950.0
494,1905890.0,-3516070.0
495,1925870.0,-3447150.0
496,1666130.0,-3735850.0
497,1885910.0,-3606990.0
498,1726070.0,-3775810.0
499,1954830.0,-3447150.0
500,1945850.0,-3347250.0
501,1945850.0,-3276310.0
502,1726070.0,-3766830.0
503,1895890.0,-3616970.0
504,1955830.0,-3337250.0
505,1666130.0,-3955630.0
506,1776010.0,-3337250.0
507,1905890.0,-3427170.0
508,1755030.0,-3606990.0
509,1716070.0,-3756830.0
510,1845950.0,-3706890.0
511,1646150.0,-4006590.0
512,1506290.0,-3815770.0
513,1586210.0,-4055530.0
514,1994790.0,-3367230.0
515,1635150.0,-3946650.0
516,1566230.0,-4155430.0
517,1635150.0,-3467130.0
518,1555230.0,-4046550.0
519,1576210.0,-3437150.0
520,1655130.0,-3686910.0
521,1596190.0,-3457130.0
522,1586210.0,-3516070.0
523,1865930.0,-3316270.0
524,1655130.0,-3746850.0
525,1676110.0,-3796790.0
526,1586210.0,-3986610.0
527,1666130.0,-3666930.0
528,1706090.0,-3576010.0
529,1536250.0,-4156430.0
530,1166630.0,-3966630.0
531,1756030.0,-3796790.0
532,1935850.0,-3277310.0
533,1815970.0,-3557030.0
534,1746050.0,-3686910.0
535,1615170.0,-4046550.0
536,1925870.0,-3376210.0
537,1735050.0,-3766830.0
538,1656130.0,-3936650.0
539,1635150.0,-3986610.0
540,1726070.0,-3735850.0
541,1526270.0,-4166430.0
542,1666130.0,-3746850.0
543,1695090.0,-3407190.0
544,1934850.0,-3407190.0
545,1746050.0,-3786810.0
546,1546250.0,-4115470.0
547,1786010.0,-3456130.0
548,1636150.0,-3477110.0
549,1556230.0,-4016570.0
550,1706090.0,-3675910.0
551,1925870.0,-3367230.0
552,1646150.0,-3635950.0
553,1845950.0,-3587010.0
554,1736050.0,-3856730.0
555,1735050.0,-3746850.0
556,1606190.0,-4086510.0
557,1666130.0,-3846750.0
558,1566230.0,-3986610.0
559,2015770.0,-3277310.0
560,1436350.0,-3936650.0
561,1965830.0,-3247350.0
562,1915870.0,-3557030.0
563,1905890.0,-3527070.0
564,1965830.0,-3427170.0
565,1974810.0,-3227370.0
566,1874910.0,-3587010.0
567,1736050.0,-3696890.0
568,1945850.0,-3356230.0
569,1686110.0,-3595990.0
570,1656130.0,-3956630.0
571,1515270.0,-3567030.0
572,2025770.0,-3247350.0
573,1974810.0,-3367230.0
574,1865930.0,-3496090.0
575,1506290.0,-3786810.0
576,1766030.0,-3715870.0
577,1954830.0,-3287310.0
578,1626170.0,-3467130.0
579,1586210.0,-3795790.0
580,1666130.0,-3715870.0
581,1636150.0,-3537050.0
582,1615170.0,-4066530.0
583,1845950.0,-3646950.0
584,1536250.0,-3716870.0
585,1786010.0,-3436150.0
586,1695090.0,-3746850.0
587,1586210.0,-4155430.0
588,1895890.0,-3636950.0
589,1925870.0,-3487110.0
590,1746050.0,-3726870.0
591,1515270.0,-3786810.0
592,1546250.0,-4166430.0
593,1646150.0,-3835750.0
594,1656130.0,-3736850.0
595,1596190.0,-3816770.0
596,1776010.0,-3716870.0
597,1616170.0,-4056530.0
598,1835950.0,-3557030.0
599,1466330.0,-3935650.0
600,1855930.0,-3557030.0
601,1874910.0,-3606990.0
602,1914870.0,-3507090.0
603,1766030.0,-3606990.0
604,1746050.0,-3516070.0
605,1794990.0,-3686910.0
606,1825970.0,-3476110.0
607,1786010.0,-3496090.0
608,2005790.0,-3247350.0
609,1925870.0,-3407190.0
610,1925870.0,-3396190.0
611,1834950.0,-3467130.0
612,1736050.0,-3417170.0
613,1766030.0,-3686910.0
614,1755030.0,-3567030.0
615,1546250.0,-3587010.0
616,1905890.0,-3595990.0
617,1696090.0,-3836750.0
618,1586210.0,-3826770.0
619,1646150.0,-3456130.0
620,1845950.0,-3556030.0
621,1825970.0,-3587010.0
622,1676110.0,-3836750.0
623,1476310.0,-3497090.0
624,1965830.0,-3396190.0
625,1606190.0,-3686910.0
626,1894890.0,-3507090.0
627,1925870.0,-3347250.0
628,1515270.0,-3966630.0
629,1786010.0,-3347250.0
630,1746050.0,-3715870.0
631,1905890.0,-3507090.0
632,1874910.0,-3666930.0
633,1526270.0,-3946650.0
634,1855930.0,-3616970.0
635,1995790.0,-3257330.0
636,1395390.0,-4006590.0
637,1586210.0,-4075510.0
638,1905890.0,-3356230.0
639,1794990.0,-3427170.0
640,1606190.0,-4055530.0
641,1686110.0,-3806790.0
642,1615170.0,-4086510.0
643,1815970.0,-3577010.0
644,1746050.0,-3766830.0
645,1795990.0,-3457130.0
646,1595190.0,-4026570.0
647,1905890.0,-3567030.0
648,1985810.0,-3387210.0
649,1526270.0,-3726870.0
650,1965830.0,-3267330.0
651,1615170.0,-4026570.0
652,1615170.0,-3587010.0
653,1666130.0,-3855730.0
654,1825970.0,-3467130.0
655,1825970.0,-3287310.0
656,1596190.0,-3577010.0
657,1636150.0,-3497090.0
658,1446350.0,-4075510.0
659,1646150.0,-3487110.0
660,1865930.0,-3595990.0
661,1854930.0,-3427170.0
662,1854930.0,-3547050.0
663,1865930.0,-3587010.0
664,1515270.0,-3946650.0
665,1995790.0,-3277310.0
666,1954830.0,-3387210.0
667,1755030.0,-3686910.0
668,1945850.0,-3376210.0
669,1795990.0,-3577010.0
670,1786010.0,-3447150.0
671,1954830.0,-3367230.0
672,1835950.0,-3596990.0
673,1894890.0,-3487110.0
674,1395390.0,-3487110.0
675,1596190.0,-3936650.0
676,1476310.0,-4116470.0
677,1666130.0,-3635950.0
678,1706090.0,-3826770.0
679,1646150.0,-3436150.0
680,1925870.0,-3287310.0
681,1775010.0,-3706890.0
682,1586210.0,-3436150.0
683,1965830.0,-3467130.0
684,1695090.0,-3646950.0
685,1626170.0,-3507090.0
686,1626170.0,-3487110.0
687,1736050.0,-3716870.0
688,1925870.0,-3496090.0
689,1985810.0,-3236350.0
690,1875910.0,-3517070.0
691,1706090.0,-3427170.0
692,1655130.0,-3447150.0
693,1756030.0,-3756830.0
694,1595190.0,-4006590.0
695,1756030.0,-3317270.0
696,1845950.0,-3567030.0
697,1776010.0,-3776810.0
698,1825970.0,-3695890.0
699,1676110.0,-3457130.0
700,1635150.0,-3487110.0
701,1656130.0,-3856730.0
702,1306490.0,-3806790.0
703,2005790.0,-3267330.0
704,1566230.0,-4035550.0
705,1825970.0,-3595990.0
706,1954830.0,-3327270.0
707,1646150.0,-3846750.0
708,1885910.0,-3507090.0
709,1616170.0,-4036550.0
710,1776010.0,-3736850.0
711,1814970.0,-3307290.0
712,1676110.0,-3676910.0
713,1965830.0,-3416170.0
714,1396390.0,-3936650.0
715,1794990.0,-3267330.0
716,1556230.0,-3796790.0
717,1945850.0,-3256330.0
718,1575210.0,-3606990.0
719,1676110.0,-3636950.0
720,1715070.0,-3766830.0
721,1736050.0,-3656930.0
722,1786010.0,-3387210.0
723,1995790.0,-3337250.0
724,1915870.0,-3437150.0
725,1675110.0,-3706890.0
726,1696090.0,-3716870.0
727,1666130.0,-3726870.0
728,1974810.0,-3427170.0
729,1794990.0,-3327270.0
730,1814970.0,-3567030.0
731,1885910.0,-3547050.0
732,2034750.0,-3287310.0
733,1935850.0,-3377210.0
734,1934850.0,-3427170.0
735,1566230.0,-4135450.0
736,1735050.0,-3227370.0
737,1516270.0,-3716870.0
738,1905890.0,-3556030.0
739,1965830.0,-3356230.0
740,1945850.0,-3476110.0
741,1426370.0,-3975610.0
742,2034750.0,-3267330.0
743,1905890.0,-3487110.0
744,1845950.0,-3695890.0
745,1656130.0,-3816770.0
746,1616170.0,-3696890.0
747,1885910.0,-3287310.0
748,1786010.0,-3587010.0
749,1566230.0,-3576010.0
750,1375410.0,-4006590.0
751,1615170.0,-3906690.0
752,1865930.0,-3686910.0
753,1656130.0,-3457130.0
754,1595190.0,-3447150.0
755,1794990.0,-3606990.0
756,1756030.0,-3377210.0
757,1845950.0,-3356230.0
758,1686110.0,-3955630.0
759,1655130.0,-3467130.0
760,1766030.0,-3806790.0
761,1636150.0,-3437150.0
762,1576210.0,-3596990.0
763,1875910.0,-3636950.0
764,1885910.0,-3626970.0
765,1805990.0,-3666930.0
766,1415370.0,-4006590.0
767,1655130.0,-3886710.0
768,1874910.0,-3487110.0
769,1275510.0,-4006590.0
770,1965830.0,-3336250.0
771,1646150.0,-3476110.0
772,1755030.0,-3766830.0
773,1696090.0,-3876710.0
774,1606190.0,-3795790.0
775,1566230.0,-4126470.0
776,1756030.0,-3696890.0
777,1666130.0,-3915670.0
778,1566230.0,-4095490.0
779,1795990.0,-3736850.0
780,1676110.0,-3656930.0
781,1766030.0,-3547050.0
782,1885910.0,-3316270.0
783,1786010.0,-3507090.0
784,1655130.0,-3786810.0
785,1814970.0,-3287310.0
786,1865930.0,-3606990.0
787,1955830.0,-3377210.0
788,1885910.0,-3527070.0
789,1814970.0,-3447150.0
790,1676110.0,-3816770.0
791,1595190.0,-3646950.0
792,1616170.0,-4076510.0
793,1865930.0,-3646950.0
794,1606190.0,-3527070.0
795,1595190.0,-3666930.0
796,1874910.0,-3507090.0
797,1666130.0,-3826770.0
798,1616170.0,-3956630.0
799,1606190.0,-3715870.0
800,1656130.0,-3756830.0
801,1636150.0,-3836750.0
802,1775010.0,-3726870.0
803,1775010.0,-3606990.0
804,1974810.0,-3407190.0
805,2005790.0,-3356230.0
806,1595190.0,-3427170.0
807,1875910.0,-3656930.0
808,1586210.0,-3835750.0
809,1736050.0,-3736850.0
810,1865930.0,-3675910.0
811,1954830.0,-3407190.0
812,1786010.0,-3576010.0
813,1636150.0,-3936650.0
814,1815970.0,-3517070.0
815,1716070.0,-3636950.0
816,1596190.0,-3976610.0
817,1935850.0,-3537050.0
818,1955830.0,-3417170.0
819,1716070.0,-3417170.0
820,1746050.0,-3367230.0
821,1676110.0,-3696890.0
822,1655130.0,-3487110.0
823,1934850.0,-3247350.0
824,1895890.0,-3457130.0
825,1646150.0,-4015570.0
826,1914870.0,-3367230.0
827,1875910.0,-3497090.0
828,1985810.0,-3287310.0
829,1954830.0,-3307290.0
830,1616170.0,-3776810.0
831,1885910.0,-3516070.0
832,1814970.0,-3387210.0
833,1676110.0,-3437150.0
834,1626170.0,-4015570.0
835,1555230.0,-3786810.0
836,1945850.0,-3296290.0
837,1606190.0,-4106490.0
838,1805990.0,-3635950.0
839,1695090.0,-3666930.0
840,1834950.0,-3447150.0
841,1066730.0,-3815770.0
842,1576210.0,-4156430.0
843,1766030.0,-3746850.0
844,1845950.0,-3336250.0
845,1945850.0,-3487110.0
846,1735050.0,-3726870.0
847,1586210.0,-4195390.0
848,1676110.0,-3756830.0
849,1775010.0,-3347250.0
850,1626170.0,-3946650.0
851,1606190.0,-3926670.0
852,1915870.0,-3497090.0
853,1555230.0,-4126470.0
854,1606190.0,-4075510.0
855,1795990.0,-3497090.0
856,1834950.0,-3587010.0
857,1696090.0,-3577010.0
858,1576210.0,-3716870.0
859,2005790.0,-3336250.0
860,1506290.0,-3915670.0
861,1726070.0,-3806790.0
862,1575210.0,-3926670.0
863,1755030.0,-3786810.0
864,1595190.0,-3587010.0
865,1756030.0,-3596990.0
866,1905890.0,-3606990.0
867,1606190.0,-3467130.0
868,1186610.0,-3975610.0
869,1835950.0,-3716870.0
870,1726070.0,-3746850.0
871,1805990.0,-3735850.0
872,1905890.0,-3396190.0
873,1994790.0,-3247350.0
874,1825970.0,-3527070.0
875,1606190.0,-3726870.0
876,1586210.0,-3735850.0
877,1676110.0,-3876710.0
878,1766030.0,-3336250.0
879,1726070.0,-3695890.0
880,1586210.0,-4095490.0
881,1746050.0,-3746850.0
882,1336450.0,-4016570.0
883,1756030.0,-3776810.0
884,1526270.0,-3626970.0
885,1566230.0,-3595990.0
886,1985810.0,-3336250.0
887,1626170.0,-3606990.0
888,1985810.0,-3316270.0
889,1686110.0,-3646950.0
890,2014770.0,-3327270.0
891,1566230.0,-4166430.0
892,1815970.0,-3437150.0
893,1376410.0,-3517070.0
894,1636150.0,-3856730.0
895,1825970.0,-3626970.0
896,1666130.0,-3966630.0
897,1965830.0,-3447150.0
898,1475310.0,-4006590.0
899,1596190.0,-4136450.0
900,1794990.0,-3527070.0
901,1615170.0,-3467130.0
902,1695090.0,-3826770.0
903,1646150.0,-3995590.0
904,1656130.0,-3477110.0
905,1656130.0,-3537050.0
906,1805990.0,-3267330.0
907,1686110.0,-3715870.0
908,1965830.0,-3276310.0
909,1994790.0,-3267330.0
910,1575210.0,-3547050.0
911,1935850.0,-3317270.0
912,1646150.0,-3915670.0
913,1766030.0,-3706890.0
914,1626170.0,-3746850.0
915,1626170.0,-3906690.0
916,1814970.0,-3606990.0
917,1934850.0,-3547050.0
918,1845950.0,-3595990.0
919,1655130.0,-3626970.0
920,1596190.0,-3736850.0
921,1895890.0,-3297290.0
922,1466330.0,-3955630.0
923,1726070.0,-3715870.0
924,1576210.0,-4036550.0
925,1516270.0,-3936650.0
926,1805990.0,-3516070.0
927,1556230.0,-4036550.0
928,1716070.0,-3696890.0
929,2025770.0,-3276310.0
